FUNCTION_BLOCK,BODY_TYPE,RUNG,RUNG_NAME,OBJECT,OBJECT_TYPE_LIST,ATTRIBUTES
Counter_for_Part_No_ZAW,LD,91,NONE,FbdObject,DataSink,"{'identifier': 'Lot_No_and_Cnt_history[59]', 'in_list': ['8']}"
Counter_for_Part_No_ZAW,LD,91,NONE,FbdObject,DataSource,"{'identifier': 'UINT#0', 'out_list': ['9']}"
Counter_for_Part_No_ZAW,LD,91,NONE,FbdObject,Block,"{'typeName': 'MOVE', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['2'], 'In_inVar_in_order': ['2'], 'In_inVar_in_list': ['9'], 'ENO_outVar_out_order': ['1'], 'ENO_outVar_out_list': ['10'], 'Out_outVar_out_order': ['2'], 'Out_outVar_out_list': ['11']}"
Counter_for_Part_No_ZAW,LD,91,NONE,FbdObject,DataSink,"{'identifier': 'Lot_No_and_Cnt_history[60]', 'in_list': ['11']}"
Counter_for_Part_No_ZAW,LD,91,NONE,FbdObject,DataSource,"{'identifier': 'LD019[1]', 'out_list': ['12']}"
Counter_for_Part_No_ZAW,LD,91,NONE,FbdObject,DataSource,"{'identifier': 'UINT#30', 'out_list': ['13']}"
Counter_for_Part_No_ZAW,LD,91,NONE,FbdObject,DataSource,"{'identifier': 'UINT#30', 'out_list': ['14']}"
Counter_for_Part_No_ZAW,LD,91,NONE,FbdObject,Block,{}
Counter_for_Part_No_ZAW,LD,91,NONE,FbdObject,DataSink,"{'identifier': 'LD019[1]', 'in_list': ['16']}"
Counter_for_Part_No_ZAW,LD,91,NONE,FbdObject,DataSink,"{'identifier': '', 'in_list': ['17']}"
Counter_for_Part_No_ZAW,LD,91,NONE,FbdObject,DataSource,"{'identifier': 'Part_No_history[20]', 'out_list': ['18']}"
Counter_for_Part_No_ZAW,LD,91,NONE,FbdObject,Block,"{'typeName': 'Clear', 'InOut_inoutVar_in_order': ['2'], 'InOut_inoutVar_in_list': ['18'], 'InOut_inoutVar_out_order': ['2'], 'InOut_inoutVar_out_list': ['20'], 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['2'], 'ENO_outVar_out_order': ['1'], 'ENO_outVar_out_list': ['19'], '_outVar_out_order': ['3'], '_outVar_out_list': ['21']}"
Counter_for_Part_No_ZAW,LD,91,NONE,FbdObject,DataSink,"{'identifier': 'Part_No_history[20]', 'in_list': ['20']}"
Counter_for_Part_No_ZAW,LD,91,NONE,FbdObject,DataSink,"{'identifier': '', 'in_list': ['21']}"
Counter_for_Part_No_ZAW,LD,91,NONE,LdObject,RightPowerRail,"{'in_list': ['4', '7', '10', '15', '19'], 'out_list': []}"
Counter_for_Part_No_ZAW,LD,92,NONE,LdObject,LeftPowerRail,"{'in_list': [], 'out_list': ['1']}"
Counter_for_Part_No_ZAW,LD,92,NONE,LdObject,Contact,"{'operand': 'LB100', 'edge': 'rising', 'negated': 'false', 'in_list': ['1'], 'out_list': ['2']}"
Counter_for_Part_No_ZAW,LD,92,NONE,FbdObject,DataSource,"{'identifier': 'UINT#0', 'out_list': ['3']}"
Counter_for_Part_No_ZAW,LD,92,NONE,FbdObject,Block,"{'typeName': 'MOVE', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['2'], 'In_inVar_in_order': ['2'], 'In_inVar_in_list': ['3'], 'ENO_outVar_out_order': ['1'], 'ENO_outVar_out_list': ['4'], 'Out_outVar_out_order': ['2'], 'Out_outVar_out_list': ['5']}"
Counter_for_Part_No_ZAW,LD,92,NONE,FbdObject,DataSink,"{'identifier': 'Lot_No_and_Cnt_history[61]', 'in_list': ['5']}"
Counter_for_Part_No_ZAW,LD,92,NONE,FbdObject,DataSource,"{'identifier': 'UINT#0', 'out_list': ['6']}"
Counter_for_Part_No_ZAW,LD,92,NONE,FbdObject,Block,"{'typeName': 'MOVE', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['2'], 'In_inVar_in_order': ['2'], 'In_inVar_in_list': ['6'], 'ENO_outVar_out_order': ['1'], 'ENO_outVar_out_list': ['7'], 'Out_outVar_out_order': ['2'], 'Out_outVar_out_list': ['8']}"
Counter_for_Part_No_ZAW,LD,92,NONE,FbdObject,DataSink,"{'identifier': 'Lot_No_and_Cnt_history[62]', 'in_list': ['8']}"
Counter_for_Part_No_ZAW,LD,92,NONE,FbdObject,DataSource,"{'identifier': 'UINT#0', 'out_list': ['9']}"
Counter_for_Part_No_ZAW,LD,92,NONE,FbdObject,Block,"{'typeName': 'MOVE', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['2'], 'In_inVar_in_order': ['2'], 'In_inVar_in_list': ['9'], 'ENO_outVar_out_order': ['1'], 'ENO_outVar_out_list': ['10'], 'Out_outVar_out_order': ['2'], 'Out_outVar_out_list': ['11']}"
Counter_for_Part_No_ZAW,LD,92,NONE,FbdObject,DataSink,"{'identifier': 'Lot_No_and_Cnt_history[63]', 'in_list': ['11']}"
Counter_for_Part_No_ZAW,LD,92,NONE,FbdObject,DataSource,"{'identifier': 'LD020[1]', 'out_list': ['12']}"
Counter_for_Part_No_ZAW,LD,92,NONE,FbdObject,DataSource,"{'identifier': 'UINT#30', 'out_list': ['13']}"
Counter_for_Part_No_ZAW,LD,92,NONE,FbdObject,DataSource,"{'identifier': 'UINT#30', 'out_list': ['14']}"
Counter_for_Part_No_ZAW,LD,92,NONE,FbdObject,Block,{}
Counter_for_Part_No_ZAW,LD,92,NONE,FbdObject,DataSink,"{'identifier': 'LD020[1]', 'in_list': ['16']}"
Counter_for_Part_No_ZAW,LD,92,NONE,FbdObject,DataSink,"{'identifier': '', 'in_list': ['17']}"
Counter_for_Part_No_ZAW,LD,92,NONE,FbdObject,DataSource,"{'identifier': 'Part_No_history[21]', 'out_list': ['18']}"
Counter_for_Part_No_ZAW,LD,92,NONE,FbdObject,Block,"{'typeName': 'Clear', 'InOut_inoutVar_in_order': ['2'], 'InOut_inoutVar_in_list': ['18'], 'InOut_inoutVar_out_order': ['2'], 'InOut_inoutVar_out_list': ['20'], 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['2'], 'ENO_outVar_out_order': ['1'], 'ENO_outVar_out_list': ['19'], '_outVar_out_order': ['3'], '_outVar_out_list': ['21']}"
Counter_for_Part_No_ZAW,LD,92,NONE,FbdObject,DataSink,"{'identifier': 'Part_No_history[21]', 'in_list': ['20']}"
Counter_for_Part_No_ZAW,LD,92,NONE,FbdObject,DataSink,"{'identifier': '', 'in_list': ['21']}"
Counter_for_Part_No_ZAW,LD,92,NONE,LdObject,RightPowerRail,"{'in_list': ['4', '7', '10', '15', '19'], 'out_list': []}"
Counter_for_Part_No_ZAW,LD,93,NONE,LdObject,LeftPowerRail,"{'in_list': [], 'out_list': ['1']}"
Counter_for_Part_No_ZAW,LD,93,NONE,LdObject,Contact,"{'operand': 'LB100', 'edge': 'rising', 'negated': 'false', 'in_list': ['1'], 'out_list': ['2']}"
Counter_for_Part_No_ZAW,LD,93,NONE,FbdObject,DataSource,"{'identifier': 'UINT#0', 'out_list': ['3']}"
Counter_for_Part_No_ZAW,LD,93,NONE,FbdObject,Block,"{'typeName': 'MOVE', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['2'], 'In_inVar_in_order': ['2'], 'In_inVar_in_list': ['3'], 'ENO_outVar_out_order': ['1'], 'ENO_outVar_out_list': ['4'], 'Out_outVar_out_order': ['2'], 'Out_outVar_out_list': ['5']}"
Counter_for_Part_No_ZAW,LD,93,NONE,FbdObject,DataSink,"{'identifier': 'Lot_No_and_Cnt_history[64]', 'in_list': ['5']}"
Counter_for_Part_No_ZAW,LD,93,NONE,FbdObject,DataSource,"{'identifier': 'UINT#0', 'out_list': ['6']}"
Counter_for_Part_No_ZAW,LD,93,NONE,FbdObject,Block,"{'typeName': 'MOVE', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['2'], 'In_inVar_in_order': ['2'], 'In_inVar_in_list': ['6'], 'ENO_outVar_out_order': ['1'], 'ENO_outVar_out_list': ['7'], 'Out_outVar_out_order': ['2'], 'Out_outVar_out_list': ['8']}"
Counter_for_Part_No_ZAW,LD,93,NONE,FbdObject,DataSink,"{'identifier': 'Lot_No_and_Cnt_history[65]', 'in_list': ['8']}"
Counter_for_Part_No_ZAW,LD,93,NONE,FbdObject,DataSource,"{'identifier': 'UINT#0', 'out_list': ['9']}"
Counter_for_Part_No_ZAW,LD,93,NONE,FbdObject,Block,"{'typeName': 'MOVE', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['2'], 'In_inVar_in_order': ['2'], 'In_inVar_in_list': ['9'], 'ENO_outVar_out_order': ['1'], 'ENO_outVar_out_list': ['10'], 'Out_outVar_out_order': ['2'], 'Out_outVar_out_list': ['11']}"
Counter_for_Part_No_ZAW,LD,93,NONE,FbdObject,DataSink,"{'identifier': 'Lot_No_and_Cnt_history[66]', 'in_list': ['11']}"
Counter_for_Part_No_ZAW,LD,93,NONE,FbdObject,DataSource,"{'identifier': 'LD021[1]', 'out_list': ['12']}"
Counter_for_Part_No_ZAW,LD,93,NONE,FbdObject,DataSource,"{'identifier': 'UINT#30', 'out_list': ['13']}"
Counter_for_Part_No_ZAW,LD,93,NONE,FbdObject,DataSource,"{'identifier': 'UINT#30', 'out_list': ['14']}"
Counter_for_Part_No_ZAW,LD,93,NONE,FbdObject,Block,{}
Counter_for_Part_No_ZAW,LD,93,NONE,FbdObject,DataSink,"{'identifier': 'LD021[1]', 'in_list': ['16']}"
Counter_for_Part_No_ZAW,LD,93,NONE,FbdObject,DataSink,"{'identifier': '', 'in_list': ['17']}"
Counter_for_Part_No_ZAW,LD,93,NONE,FbdObject,DataSource,"{'identifier': 'Part_No_history[22]', 'out_list': ['18']}"
Counter_for_Part_No_ZAW,LD,93,NONE,FbdObject,Block,"{'typeName': 'Clear', 'InOut_inoutVar_in_order': ['2'], 'InOut_inoutVar_in_list': ['18'], 'InOut_inoutVar_out_order': ['2'], 'InOut_inoutVar_out_list': ['20'], 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['2'], 'ENO_outVar_out_order': ['1'], 'ENO_outVar_out_list': ['19'], '_outVar_out_order': ['3'], '_outVar_out_list': ['21']}"
Counter_for_Part_No_ZAW,LD,93,NONE,FbdObject,DataSink,"{'identifier': 'Part_No_history[22]', 'in_list': ['20']}"
Counter_for_Part_No_ZAW,LD,93,NONE,FbdObject,DataSink,"{'identifier': '', 'in_list': ['21']}"
Counter_for_Part_No_ZAW,LD,93,NONE,LdObject,RightPowerRail,"{'in_list': ['4', '7', '10', '15', '19'], 'out_list': []}"
Counter_for_Part_No_ZAW,LD,94,NONE,LdObject,LeftPowerRail,"{'in_list': [], 'out_list': ['1']}"
Counter_for_Part_No_ZAW,LD,94,NONE,LdObject,Contact,"{'operand': 'LB100', 'edge': 'rising', 'negated': 'false', 'in_list': ['1'], 'out_list': ['2']}"
Counter_for_Part_No_ZAW,LD,94,NONE,FbdObject,DataSource,"{'identifier': 'UINT#0', 'out_list': ['3']}"
Counter_for_Part_No_ZAW,LD,94,NONE,FbdObject,Block,"{'typeName': 'MOVE', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['2'], 'In_inVar_in_order': ['2'], 'In_inVar_in_list': ['3'], 'ENO_outVar_out_order': ['1'], 'ENO_outVar_out_list': ['4'], 'Out_outVar_out_order': ['2'], 'Out_outVar_out_list': ['5']}"
Counter_for_Part_No_ZAW,LD,94,NONE,FbdObject,DataSink,"{'identifier': 'Lot_No_and_Cnt_history[67]', 'in_list': ['5']}"
Counter_for_Part_No_ZAW,LD,94,NONE,FbdObject,DataSource,"{'identifier': 'UINT#0', 'out_list': ['6']}"
Counter_for_Part_No_ZAW,LD,94,NONE,FbdObject,Block,"{'typeName': 'MOVE', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['2'], 'In_inVar_in_order': ['2'], 'In_inVar_in_list': ['6'], 'ENO_outVar_out_order': ['1'], 'ENO_outVar_out_list': ['7'], 'Out_outVar_out_order': ['2'], 'Out_outVar_out_list': ['8']}"
Counter_for_Part_No_ZAW,LD,94,NONE,FbdObject,DataSink,"{'identifier': 'Lot_No_and_Cnt_history[68]', 'in_list': ['8']}"
Counter_for_Part_No_ZAW,LD,94,NONE,FbdObject,DataSource,"{'identifier': 'UINT#0', 'out_list': ['9']}"
Counter_for_Part_No_ZAW,LD,94,NONE,FbdObject,Block,"{'typeName': 'MOVE', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['2'], 'In_inVar_in_order': ['2'], 'In_inVar_in_list': ['9'], 'ENO_outVar_out_order': ['1'], 'ENO_outVar_out_list': ['10'], 'Out_outVar_out_order': ['2'], 'Out_outVar_out_list': ['11']}"
Counter_for_Part_No_ZAW,LD,94,NONE,FbdObject,DataSink,"{'identifier': 'Lot_No_and_Cnt_history[69]', 'in_list': ['11']}"
Counter_for_Part_No_ZAW,LD,94,NONE,FbdObject,DataSource,"{'identifier': 'LD022[1]', 'out_list': ['12']}"
Counter_for_Part_No_ZAW,LD,94,NONE,FbdObject,DataSource,"{'identifier': 'UINT#30', 'out_list': ['13']}"
Counter_for_Part_No_ZAW,LD,94,NONE,FbdObject,DataSource,"{'identifier': 'UINT#30', 'out_list': ['14']}"
Counter_for_Part_No_ZAW,LD,94,NONE,FbdObject,Block,{}
Counter_for_Part_No_ZAW,LD,94,NONE,FbdObject,DataSink,"{'identifier': 'LD022[1]', 'in_list': ['16']}"
Counter_for_Part_No_ZAW,LD,94,NONE,FbdObject,DataSink,"{'identifier': '', 'in_list': ['17']}"
Counter_for_Part_No_ZAW,LD,94,NONE,FbdObject,DataSource,"{'identifier': 'Part_No_history[23]', 'out_list': ['18']}"
Counter_for_Part_No_ZAW,LD,94,NONE,FbdObject,Block,"{'typeName': 'Clear', 'InOut_inoutVar_in_order': ['2'], 'InOut_inoutVar_in_list': ['18'], 'InOut_inoutVar_out_order': ['2'], 'InOut_inoutVar_out_list': ['20'], 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['2'], 'ENO_outVar_out_order': ['1'], 'ENO_outVar_out_list': ['19'], '_outVar_out_order': ['3'], '_outVar_out_list': ['21']}"
Counter_for_Part_No_ZAW,LD,94,NONE,FbdObject,DataSink,"{'identifier': 'Part_No_history[23]', 'in_list': ['20']}"
Counter_for_Part_No_ZAW,LD,94,NONE,FbdObject,DataSink,"{'identifier': '', 'in_list': ['21']}"
Counter_for_Part_No_ZAW,LD,94,NONE,LdObject,RightPowerRail,"{'in_list': ['4', '7', '10', '15', '19'], 'out_list': []}"
Counter_for_Part_No_ZAW,LD,95,NONE,LdObject,LeftPowerRail,"{'in_list': [], 'out_list': ['1']}"
Counter_for_Part_No_ZAW,LD,95,NONE,LdObject,Contact,"{'operand': 'LB100', 'edge': 'rising', 'negated': 'false', 'in_list': ['1'], 'out_list': ['2']}"
Counter_for_Part_No_ZAW,LD,95,NONE,FbdObject,DataSource,"{'identifier': 'UINT#0', 'out_list': ['3']}"
Counter_for_Part_No_ZAW,LD,95,NONE,FbdObject,Block,"{'typeName': 'MOVE', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['2'], 'In_inVar_in_order': ['2'], 'In_inVar_in_list': ['3'], 'ENO_outVar_out_order': ['1'], 'ENO_outVar_out_list': ['4'], 'Out_outVar_out_order': ['2'], 'Out_outVar_out_list': ['5']}"
Counter_for_Part_No_ZAW,LD,95,NONE,FbdObject,DataSink,"{'identifier': 'Lot_No_and_Cnt_history[70]', 'in_list': ['5']}"
Counter_for_Part_No_ZAW,LD,95,NONE,FbdObject,DataSource,"{'identifier': 'UINT#0', 'out_list': ['6']}"
Counter_for_Part_No_ZAW,LD,95,NONE,FbdObject,Block,"{'typeName': 'MOVE', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['2'], 'In_inVar_in_order': ['2'], 'In_inVar_in_list': ['6'], 'ENO_outVar_out_order': ['1'], 'ENO_outVar_out_list': ['7'], 'Out_outVar_out_order': ['2'], 'Out_outVar_out_list': ['8']}"
Counter_for_Part_No_ZAW,LD,95,NONE,FbdObject,DataSink,"{'identifier': 'Lot_No_and_Cnt_history[71]', 'in_list': ['8']}"
Counter_for_Part_No_ZAW,LD,95,NONE,FbdObject,DataSource,"{'identifier': 'UINT#0', 'out_list': ['9']}"
Counter_for_Part_No_ZAW,LD,95,NONE,FbdObject,Block,"{'typeName': 'MOVE', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['2'], 'In_inVar_in_order': ['2'], 'In_inVar_in_list': ['9'], 'ENO_outVar_out_order': ['1'], 'ENO_outVar_out_list': ['10'], 'Out_outVar_out_order': ['2'], 'Out_outVar_out_list': ['11']}"
Counter_for_Part_No_ZAW,LD,95,NONE,FbdObject,DataSink,"{'identifier': 'Lot_No_and_Cnt_history[72]', 'in_list': ['11']}"
Counter_for_Part_No_ZAW,LD,95,NONE,FbdObject,DataSource,"{'identifier': 'LD023[1]', 'out_list': ['12']}"
Counter_for_Part_No_ZAW,LD,95,NONE,FbdObject,DataSource,"{'identifier': 'UINT#30', 'out_list': ['13']}"
Counter_for_Part_No_ZAW,LD,95,NONE,FbdObject,DataSource,"{'identifier': 'UINT#30', 'out_list': ['14']}"
Counter_for_Part_No_ZAW,LD,95,NONE,FbdObject,Block,{}
Counter_for_Part_No_ZAW,LD,95,NONE,FbdObject,DataSink,"{'identifier': 'LD023[1]', 'in_list': ['16']}"
Counter_for_Part_No_ZAW,LD,95,NONE,FbdObject,DataSink,"{'identifier': '', 'in_list': ['17']}"
Counter_for_Part_No_ZAW,LD,95,NONE,FbdObject,DataSource,"{'identifier': 'Part_No_history[24]', 'out_list': ['18']}"
Counter_for_Part_No_ZAW,LD,95,NONE,FbdObject,Block,"{'typeName': 'Clear', 'InOut_inoutVar_in_order': ['2'], 'InOut_inoutVar_in_list': ['18'], 'InOut_inoutVar_out_order': ['2'], 'InOut_inoutVar_out_list': ['20'], 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['2'], 'ENO_outVar_out_order': ['1'], 'ENO_outVar_out_list': ['19'], '_outVar_out_order': ['3'], '_outVar_out_list': ['21']}"
Counter_for_Part_No_ZAW,LD,95,NONE,FbdObject,DataSink,"{'identifier': 'Part_No_history[24]', 'in_list': ['20']}"
Counter_for_Part_No_ZAW,LD,95,NONE,FbdObject,DataSink,"{'identifier': '', 'in_list': ['21']}"
Counter_for_Part_No_ZAW,LD,95,NONE,LdObject,RightPowerRail,"{'in_list': ['4', '7', '10', '15', '19'], 'out_list': []}"
Counter_for_Part_No_ZAW,LD,96,NONE,LdObject,LeftPowerRail,"{'in_list': [], 'out_list': ['1']}"
Counter_for_Part_No_ZAW,LD,96,NONE,LdObject,Contact,"{'operand': 'LB100', 'edge': 'rising', 'negated': 'false', 'in_list': ['1'], 'out_list': ['2']}"
Counter_for_Part_No_ZAW,LD,96,NONE,FbdObject,DataSource,"{'identifier': 'UINT#0', 'out_list': ['3']}"
Counter_for_Part_No_ZAW,LD,96,NONE,FbdObject,Block,"{'typeName': 'MOVE', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['2'], 'In_inVar_in_order': ['2'], 'In_inVar_in_list': ['3'], 'ENO_outVar_out_order': ['1'], 'ENO_outVar_out_list': ['4'], 'Out_outVar_out_order': ['2'], 'Out_outVar_out_list': ['5']}"
Counter_for_Part_No_ZAW,LD,96,NONE,FbdObject,DataSink,"{'identifier': 'Lot_No_and_Cnt_history[73]', 'in_list': ['5']}"
Counter_for_Part_No_ZAW,LD,96,NONE,FbdObject,DataSource,"{'identifier': 'UINT#0', 'out_list': ['6']}"
Counter_for_Part_No_ZAW,LD,96,NONE,FbdObject,Block,"{'typeName': 'MOVE', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['2'], 'In_inVar_in_order': ['2'], 'In_inVar_in_list': ['6'], 'ENO_outVar_out_order': ['1'], 'ENO_outVar_out_list': ['7'], 'Out_outVar_out_order': ['2'], 'Out_outVar_out_list': ['8']}"
Counter_for_Part_No_ZAW,LD,96,NONE,FbdObject,DataSink,"{'identifier': 'Lot_No_and_Cnt_history[74]', 'in_list': ['8']}"
Counter_for_Part_No_ZAW,LD,96,NONE,FbdObject,DataSource,"{'identifier': 'UINT#0', 'out_list': ['9']}"
Counter_for_Part_No_ZAW,LD,96,NONE,FbdObject,Block,"{'typeName': 'MOVE', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['2'], 'In_inVar_in_order': ['2'], 'In_inVar_in_list': ['9'], 'ENO_outVar_out_order': ['1'], 'ENO_outVar_out_list': ['10'], 'Out_outVar_out_order': ['2'], 'Out_outVar_out_list': ['11']}"
Counter_for_Part_No_ZAW,LD,96,NONE,FbdObject,DataSink,"{'identifier': 'Lot_No_and_Cnt_history[75]', 'in_list': ['11']}"
Counter_for_Part_No_ZAW,LD,96,NONE,FbdObject,DataSource,"{'identifier': 'LD024[1]', 'out_list': ['12']}"
Counter_for_Part_No_ZAW,LD,96,NONE,FbdObject,DataSource,"{'identifier': 'UINT#30', 'out_list': ['13']}"
Counter_for_Part_No_ZAW,LD,96,NONE,FbdObject,DataSource,"{'identifier': 'UINT#30', 'out_list': ['14']}"
Counter_for_Part_No_ZAW,LD,96,NONE,FbdObject,Block,{}
Counter_for_Part_No_ZAW,LD,96,NONE,FbdObject,DataSink,"{'identifier': 'LD024[1]', 'in_list': ['16']}"
Counter_for_Part_No_ZAW,LD,96,NONE,FbdObject,DataSink,"{'identifier': '', 'in_list': ['17']}"
Counter_for_Part_No_ZAW,LD,96,NONE,FbdObject,DataSource,"{'identifier': 'Part_No_history[25]', 'out_list': ['18']}"
Counter_for_Part_No_ZAW,LD,96,NONE,FbdObject,Block,"{'typeName': 'Clear', 'InOut_inoutVar_in_order': ['2'], 'InOut_inoutVar_in_list': ['18'], 'InOut_inoutVar_out_order': ['2'], 'InOut_inoutVar_out_list': ['20'], 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['2'], 'ENO_outVar_out_order': ['1'], 'ENO_outVar_out_list': ['19'], '_outVar_out_order': ['3'], '_outVar_out_list': ['21']}"
Counter_for_Part_No_ZAW,LD,96,NONE,FbdObject,DataSink,"{'identifier': 'Part_No_history[25]', 'in_list': ['20']}"
Counter_for_Part_No_ZAW,LD,96,NONE,FbdObject,DataSink,"{'identifier': '', 'in_list': ['21']}"
Counter_for_Part_No_ZAW,LD,96,NONE,LdObject,RightPowerRail,"{'in_list': ['4', '7', '10', '15', '19'], 'out_list': []}"
Counter_for_Part_No_ZAW,LD,97,NONE,LdObject,LeftPowerRail,"{'in_list': [], 'out_list': ['1']}"
Counter_for_Part_No_ZAW,LD,97,NONE,LdObject,Contact,"{'operand': 'LB100', 'edge': 'rising', 'negated': 'false', 'in_list': ['1'], 'out_list': ['2']}"
Counter_for_Part_No_ZAW,LD,97,NONE,FbdObject,DataSource,"{'identifier': 'UINT#0', 'out_list': ['3']}"
Counter_for_Part_No_ZAW,LD,97,NONE,FbdObject,Block,"{'typeName': 'MOVE', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['2'], 'In_inVar_in_order': ['2'], 'In_inVar_in_list': ['3'], 'ENO_outVar_out_order': ['1'], 'ENO_outVar_out_list': ['4'], 'Out_outVar_out_order': ['2'], 'Out_outVar_out_list': ['5']}"
Counter_for_Part_No_ZAW,LD,97,NONE,FbdObject,DataSink,"{'identifier': 'Lot_No_and_Cnt_history[76]', 'in_list': ['5']}"
Counter_for_Part_No_ZAW,LD,97,NONE,FbdObject,DataSource,"{'identifier': 'UINT#0', 'out_list': ['6']}"
Counter_for_Part_No_ZAW,LD,97,NONE,FbdObject,Block,"{'typeName': 'MOVE', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['2'], 'In_inVar_in_order': ['2'], 'In_inVar_in_list': ['6'], 'ENO_outVar_out_order': ['1'], 'ENO_outVar_out_list': ['7'], 'Out_outVar_out_order': ['2'], 'Out_outVar_out_list': ['8']}"
Counter_for_Part_No_ZAW,LD,97,NONE,FbdObject,DataSink,"{'identifier': 'Lot_No_and_Cnt_history[77]', 'in_list': ['8']}"
Counter_for_Part_No_ZAW,LD,97,NONE,FbdObject,DataSource,"{'identifier': 'UINT#0', 'out_list': ['9']}"
Counter_for_Part_No_ZAW,LD,97,NONE,FbdObject,Block,"{'typeName': 'MOVE', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['2'], 'In_inVar_in_order': ['2'], 'In_inVar_in_list': ['9'], 'ENO_outVar_out_order': ['1'], 'ENO_outVar_out_list': ['10'], 'Out_outVar_out_order': ['2'], 'Out_outVar_out_list': ['11']}"
Counter_for_Part_No_ZAW,LD,97,NONE,FbdObject,DataSink,"{'identifier': 'Lot_No_and_Cnt_history[78]', 'in_list': ['11']}"
Counter_for_Part_No_ZAW,LD,97,NONE,FbdObject,DataSource,"{'identifier': 'LD025[1]', 'out_list': ['12']}"
Counter_for_Part_No_ZAW,LD,97,NONE,FbdObject,DataSource,"{'identifier': 'UINT#30', 'out_list': ['13']}"
Counter_for_Part_No_ZAW,LD,97,NONE,FbdObject,DataSource,"{'identifier': 'UINT#30', 'out_list': ['14']}"
Counter_for_Part_No_ZAW,LD,97,NONE,FbdObject,Block,{}
Counter_for_Part_No_ZAW,LD,97,NONE,FbdObject,DataSink,"{'identifier': 'LD025[1]', 'in_list': ['16']}"
Counter_for_Part_No_ZAW,LD,97,NONE,FbdObject,DataSink,"{'identifier': '', 'in_list': ['17']}"
Counter_for_Part_No_ZAW,LD,97,NONE,FbdObject,DataSource,"{'identifier': 'Part_No_history[26]', 'out_list': ['18']}"
Counter_for_Part_No_ZAW,LD,97,NONE,FbdObject,Block,"{'typeName': 'Clear', 'InOut_inoutVar_in_order': ['2'], 'InOut_inoutVar_in_list': ['18'], 'InOut_inoutVar_out_order': ['2'], 'InOut_inoutVar_out_list': ['20'], 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['2'], 'ENO_outVar_out_order': ['1'], 'ENO_outVar_out_list': ['19'], '_outVar_out_order': ['3'], '_outVar_out_list': ['21']}"
Counter_for_Part_No_ZAW,LD,97,NONE,FbdObject,DataSink,"{'identifier': 'Part_No_history[26]', 'in_list': ['20']}"
Counter_for_Part_No_ZAW,LD,97,NONE,FbdObject,DataSink,"{'identifier': '', 'in_list': ['21']}"
Counter_for_Part_No_ZAW,LD,97,NONE,LdObject,RightPowerRail,"{'in_list': ['4', '7', '10', '15', '19'], 'out_list': []}"
Counter_for_Part_No_ZAW,LD,98,NONE,LdObject,LeftPowerRail,"{'in_list': [], 'out_list': ['1']}"
Counter_for_Part_No_ZAW,LD,98,NONE,LdObject,Contact,"{'operand': 'LB100', 'edge': 'rising', 'negated': 'false', 'in_list': ['1'], 'out_list': ['2']}"
Counter_for_Part_No_ZAW,LD,98,NONE,FbdObject,DataSource,"{'identifier': 'UINT#0', 'out_list': ['3']}"
Counter_for_Part_No_ZAW,LD,98,NONE,FbdObject,Block,"{'typeName': 'MOVE', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['2'], 'In_inVar_in_order': ['2'], 'In_inVar_in_list': ['3'], 'ENO_outVar_out_order': ['1'], 'ENO_outVar_out_list': ['4'], 'Out_outVar_out_order': ['2'], 'Out_outVar_out_list': ['5']}"
Counter_for_Part_No_ZAW,LD,98,NONE,FbdObject,DataSink,"{'identifier': 'Lot_No_and_Cnt_history[79]', 'in_list': ['5']}"
Counter_for_Part_No_ZAW,LD,98,NONE,FbdObject,DataSource,"{'identifier': 'UINT#0', 'out_list': ['6']}"
